order_date, order_week, distribution_center, sales_order, pool, item_number, mold, order_quantity, ship_month, week_ship, production_department, cast_completed, cast_shortage, casting_deadline, export_to_ie, pending_export, remarks
2024-11-11 23:57:18,W46,PAN,SO24003869,OEM Replenishment order,297822,,1850.0,Jan,W2,Cell-1,,-1850,,,-1850,
2024-11-11 23:57:21,W46,PAN,SO24003869,OEM Replenishment order,193158C01-50,,50.0,Jan,W2,Cell-5,,-50,,,-50,
2024-11-11 23:57:21,W46,PAN,SO24003869,OEM Replenishment order,193158C01-52,,50.0,Jan,W2,Cell-5,,-50,,,-50,
2024-11-11 23:57:20,W46,PAN,SO24003869,OEM Replenishment order,193158C01-54,,100.0,Jan,W2,Cell-5,,-100,,,-100,
2024-11-11 23:57:21,W46,PAN,SO24003869,OEM Replenishment order,193158C01-56,,100.0,Jan,W2,Cell-5,,-100,,,-100,
2024-11-11 23:57:21,W46,PAN,SO24003869,OEM Replenishment order,193158C01-58,,100.0,Jan,W2,Cell-5,,-100,,,-100,
2024-11-11 23:57:22,W46,PAN,SO24003869,OEM Replenishment order,193158C01-60,,150.0,Jan,W2,Cell-5,,-150,,,-150,
2024-11-11 23:57:17,W46,PAN,SO24003869,OEM Replenishment order,293171C01,,300.0,Jan,W2,Cell-5,,-300,,,-300,
2024-11-11 23:55:30,W46,EDC,SO24003863,OEM Replenishment order,296317CZ,,1650.0,Jan,W2,Cell-5,,-1650,,,-1650,
2024-11-11 23:57:18,W46,PAN,SO24003869,OEM Replenishment order,296317CZ,,2600.0,Jan,W2,Cell-5,,-2600,,,-2600,
2024-11-11 23:58:13,W46,TDC,SO24003872,OEM Replenishment order,296317CZ,,150.0,Jan,W2,Cell-5,,-150,,,-150,
2024-11-11 23:59:33,W46,UKD,SO24003875,OEM Essential Order,296317CZ,,150.0,Jan,W2,Cell-5,,-150,,,-150,
2024-11-11 23:57:18,W46,PAN,SO24003869,OEM Replenishment order,296319CZ,,500.0,Jan,W2,Cell-5,,-500,,,-500,
2024-11-11 23:59:11,W46,UKD,SO24003874,OEM Replenishment order,298307C00,,3000.0,Jan,W2,Cell-5,,-3000,,,-3000,
2024-11-11 23:57:25,W46,PAN,SO24003869,OEM Replenishment order,593317C00-1,,100.0,Jan,W2,Cell-5,,-100,,,-100,
2024-11-11 23:58:21,W46,TDC,SO24003872,OEM Replenishment order,593317C00-2,,150.0,Jan,W2,Cell-5,,-150,,,-150,
2024-11-11 23:58:18,W46,TDC,SO24003872,OEM Replenishment order,593317C00-3,,150.0,Jan,W2,Cell-5,,-150,,,-150,
2024-11-11 23:57:48,W46,PAN,SO24003870,OEM Essential Order,288307,,1950.0,Jan,W2,Cell-5,,-1950,,,-1950,
2024-11-11 23:55:29,W46,EDC,SO24003863,OEM Replenishment order,286317C01,,500.0,Jan,W2,Cell-5,,-500,,,-500,
2024-11-11 23:57:17,W46,PAN,SO24003869,OEM Replenishment order,286317C01,,1150.0,Jan,W2,Cell-5,,-1150,,,-1150,
2024-11-11 23:55:33,W46,EDC,SO24003863,OEM Replenishment order,782433C01,,600.0,Jan,W2,Cell-5,,-600,,,-600,
2024-11-11 23:55:32,W46,EDC,SO24003863,OEM Replenishment order,163157C01-48,,50.0,Jan,W2,Cell-5,,-50,,,-50,
2024-11-11 23:55:33,W46,EDC,SO24003863,OEM Replenishment order,163157C01-58,,100.0,Jan,W2,Cell-5,,-100,,,-100,
2024-11-11 23:58:51,W46,TDC,SO24003873,OEM Essential Order,163262C00-48,,50.0,Jan,W2,Cell-1,,-50,,,-50,
2024-11-11 23:57:22,W46,PAN,SO24003869,OEM Replenishment order,163262C00-50,,50.0,Jan,W2,Cell-1,,-50,,,-50,
2024-11-11 23:58:17,W46,TDC,SO24003872,OEM Replenishment order,163262C00-50,,50.0,Jan,W2,Cell-1,,-50,,,-50,
2024-11-11 23:57:22,W46,PAN,SO24003869,OEM Replenishment order,163262C00-52,,250.0,Jan,W2,Cell-1,,-250,,,-250,
2024-11-11 23:58:17,W46,TDC,SO24003872,OEM Replenishment order,163262C00-52,,50.0,Jan,W2,Cell-1,,-50,,,-50,
2024-11-11 23:59:12,W46,UKD,SO24003874,OEM Replenishment order,163262C00-52,,50.0,Jan,W2,Cell-1,,-50,,,-50,
2024-11-11 23:57:22,W46,PAN,SO24003869,OEM Replenishment order,163262C00-54,,550.0,Jan,W2,Cell-1,,-550,,,-550,
2024-11-11 23:57:22,W46,PAN,SO24003869,OEM Replenishment order,163262C00-56,,400.0,Jan,W2,Cell-1,,-400,,,-400,
2024-11-11 23:58:48,W46,TDC,SO24003873,OEM Essential Order,163262C00-56,,50.0,Jan,W2,Cell-1,,-50,,,-50,
2024-11-11 23:59:12,W46,UKD,SO24003874,OEM Replenishment order,163262C00-56,,200.0,Jan,W2,Cell-1,,-200,,,-200,
2024-11-11 23:57:22,W46,PAN,SO24003869,OEM Replenishment order,163262C00-58,,200.0,Jan,W2,Cell-1,,-200,,,-200,
2024-11-11 23:58:17,W46,TDC,SO24003872,OEM Replenishment order,163262C00-58,,100.0,Jan,W2,Cell-1,,-100,,,-100,
2024-11-11 23:57:22,W46,PAN,SO24003869,OEM Replenishment order,163262C00-60,,350.0,Jan,W2,Cell-1,,-350,,,-350,
2024-11-11 23:58:49,W46,TDC,SO24003873,OEM Essential Order,163262C00-60,,50.0,Jan,W2,Cell-1,,-50,,,-50,
2024-11-11 23:57:22,W46,PAN,SO24003869,OEM Replenishment order,163285C01-50,,50.0,Jan,W2,Cell-1,,-50,,,-50,
2024-11-11 23:56:26,W46,EDC,SO24003865,OEM Essential Order,163285C01-54,,50.0,Jan,W2,Cell-1,,-50,,,-50,
2024-11-11 23:57:23,W46,PAN,SO24003869,OEM Replenishment order,163285C01-56,,100.0,Jan,W2,Cell-1,,-100,,,-100,
2024-11-11 23:57:23,W46,PAN,SO24003869,OEM Replenishment order,163285C01-58,,150.0,Jan,W2,Cell-1,,-150,,,-150,
2024-11-11 23:57:23,W46,PAN,SO24003869,OEM Replenishment order,163285C01-60,,200.0,Jan,W2,Cell-1,,-200,,,-200,
2024-11-11 23:57:23,W46,PAN,SO24003869,OEM Replenishment order,163288C00-48,,100.0,Jan,W2,Cell-5,,-100,,,-100,
2024-11-11 23:58:17,W46,TDC,SO24003872,OEM Replenishment order,163288C00-48,,100.0,Jan,W2,Cell-5,,-100,,,-100,
2024-11-11 23:57:23,W46,PAN,SO24003869,OEM Replenishment order,163288C00-50,,150.0,Jan,W2,Cell-5,,-150,,,-150,
2024-11-11 23:58:17,W46,TDC,SO24003872,OEM Replenishment order,163288C00-50,,150.0,Jan,W2,Cell-5,,-150,,,-150,
2024-11-11 23:55:34,W46,EDC,SO24003863,OEM Replenishment order,163288C00-52,,100.0,Jan,W2,Cell-5,,-100,,,-100,
2024-11-11 23:57:23,W46,PAN,SO24003869,OEM Replenishment order,163288C00-52,,200.0,Jan,W2,Cell-5,,-200,,,-200,
2024-11-11 23:59:13,W46,UKD,SO24003874,OEM Replenishment order,163288C00-52,,50.0,Jan,W2,Cell-5,,-50,,,-50,
2024-11-11 23:57:23,W46,PAN,SO24003869,OEM Replenishment order,163288C00-54,,550.0,Jan,W2,Cell-5,,-550,,,-550,
2024-11-11 23:58:17,W46,TDC,SO24003872,OEM Replenishment order,163288C00-54,,100.0,Jan,W2,Cell-5,,-100,,,-100,
2024-11-11 23:59:13,W46,UKD,SO24003874,OEM Replenishment order,163288C00-54,,50.0,Jan,W2,Cell-5,,-50,,,-50,
2024-11-11 23:57:23,W46,PAN,SO24003869,OEM Replenishment order,163288C00-56,,350.0,Jan,W2,Cell-5,,-350,,,-350,
2024-11-11 23:58:49,W46,TDC,SO24003873,OEM Essential Order,163288C00-56,,50.0,Jan,W2,Cell-5,,-50,,,-50,
2024-11-11 23:55:34,W46,EDC,SO24003863,OEM Replenishment order,163288C00-58,,400.0,Jan,W2,Cell-5,,-400,,,-400,
2024-11-11 23:58:17,W46,TDC,SO24003872,OEM Replenishment order,163288C00-58,,50.0,Jan,W2,Cell-5,,-50,,,-50,
2024-11-11 23:57:23,W46,PAN,SO24003869,OEM Replenishment order,163288C00-60,,150.0,Jan,W2,Cell-5,,-150,,,-150,
2024-11-11 23:58:17,W46,TDC,SO24003872,OEM Replenishment order,163288C00-60,,100.0,Jan,W2,Cell-5,,-100,,,-100,
2024-11-11 23:57:17,W46,PAN,SO24003869,OEM Replenishment order,263002C01,,1050.0,Jan,W2,Cell-5,,-1050,,,-1050,
2024-11-11 23:57:48,W46,PAN,SO24003870,OEM Essential Order,263015C01,,2600.0,Jan,W2,Cell-5,,-2600,,,-2600,
2024-11-11 23:57:24,W46,PAN,SO24003869,OEM Replenishment order,263280C00,,700.0,Jan,W2,Cell-5,,-700,,,-700,
2024-11-11 23:57:24,W46,PAN,SO24003869,OEM Replenishment order,263287C00,,150.0,Jan,W2,Cell-5,,-150,,,-150,
2024-11-11 23:55:34,W46,EDC,SO24003863,OEM Replenishment order,263308C00,,1850.0,Jan,W2,Cell-5,,-1850,,,-1850,
2024-11-11 23:57:24,W46,PAN,SO24003869,OEM Replenishment order,263308C00,,50.0,Jan,W2,Cell-5,,-50,,,-50,
2024-11-11 23:58:18,W46,TDC,SO24003872,OEM Replenishment order,263308C00,,150.0,Jan,W2,Cell-5,,-150,,,-150,
2024-11-11 23:55:28,W46,EDC,SO24003863,OEM Replenishment order,266317C01,,100.0,Jan,W2,Cell-5,,-100,,,-100,
2024-11-11 23:57:48,W46,PAN,SO24003870,OEM Essential Order,266317C01,,3550.0,Jan,W2,Cell-5,,-3550,,,-3550,
2024-11-11 23:58:13,W46,TDC,SO24003872,OEM Replenishment order,266317C01,,550.0,Jan,W2,Cell-5,,-550,,,-550,
2024-11-11 23:58:13,W46,TDC,SO24003872,OEM Replenishment order,368638C00-60,,100.0,Jan,W2,Cell-1,,-100,,,-100,
2024-11-11 23:59:12,W46,UKD,SO24003874,OEM Replenishment order,368638C00-60,,650.0,Jan,W2,Cell-1,,-650,,,-650,
2024-11-11 23:55:35,W46,EDC,SO24003863,OEM Replenishment order,563302C00-1,,50.0,Jan,W2,Cell-1,,-50,,,-50,
2024-11-11 23:58:18,W46,TDC,SO24003872,OEM Replenishment order,563302C00-1,,100.0,Jan,W2,Cell-1,,-100,,,-100,
2024-11-11 23:57:25,W46,PAN,SO24003869,OEM Replenishment order,563302C00-2,,150.0,Jan,W2,Cell-1,,-150,,,-150,
2024-11-11 23:57:24,W46,PAN,SO24003869,OEM Replenishment order,563302C00-3,,150.0,Jan,W2,Cell-1,,-150,,,-150,
2024-11-11 23:58:18,W46,TDC,SO24003872,OEM Replenishment order,563302C00-3,,50.0,Jan,W2,Cell-1,,-50,,,-50,
2024-11-11 23:57:24,W46,PAN,SO24003869,OEM Replenishment order,563317C00-1,,150.0,Jan,W2,Cell-5,,-150,,,-150,
2024-11-11 23:58:18,W46,TDC,SO24003872,OEM Replenishment order,563317C00-1,,200.0,Jan,W2,Cell-5,,-200,,,-200,
2024-11-11 23:57:24,W46,PAN,SO24003869,OEM Replenishment order,563317C00-2,,500.0,Jan,W2,Cell-5,,-500,,,-500,
2024-11-11 23:58:18,W46,TDC,SO24003872,OEM Replenishment order,563317C00-2,,500.0,Jan,W2,Cell-5,,-500,,,-500,
2024-11-11 23:59:13,W46,UKD,SO24003874,OEM Replenishment order,563317C00-2,,100.0,Jan,W2,Cell-5,,-100,,,-100,
2024-11-11 23:57:24,W46,PAN,SO24003869,OEM Replenishment order,563317C00-3,,150.0,Jan,W2,Cell-5,,-150,,,-150,
2024-11-11 23:58:18,W46,TDC,SO24003872,OEM Replenishment order,563317C00-3,,300.0,Jan,W2,Cell-5,,-300,,,-300,
2024-11-11 23:56:26,W46,EDC,SO24003865,OEM Essential Order,760765C01,,700.0,Jan,W2,Cell-5,,-700,,,-700,
2024-11-11 23:55:33,W46,EDC,SO24003863,OEM Replenishment order,762435C01,,1750.0,Jan,W2,Cell-1,,-1750,,,-1750,
2024-11-11 23:58:17,W46,TDC,SO24003872,OEM Replenishment order,762435C01,,50.0,Jan,W2,Cell-1,,-50,,,-50,
2024-11-11 23:55:32,W46,EDC,SO24003863,OEM Replenishment order,762825C01,,1000.0,Jan,W2,Cell-5,,-1000,,,-1000,
2024-11-11 23:57:25,W46,PAN,SO24003869,OEM Replenishment order,763366C01,,1400.0,Jan,W2,Cell-5,,-1400,,,-1400,
2024-11-11 18:55:37,W46,EDC,SO24003825,OEM 2025 Cycle B Essence Pre ship,263807C00,,3060.0,Jan,W2,Cell-1,,-3060,,,-3060,
2024-11-11 18:56:09,W46,PAN,SO24003826,OEM 2025 Cycle B Essence Pre ship,263807C00,,695.0,Jan,W2,Cell-1,,-695,,,-695,
2024-11-11 18:56:30,W46,PAN,SO24003827,OEM 2025 Cycle B Essence Global MF,263807C00,,5491.0,Jan,W4,Cell-5,,-5491,,,-5491,
2024-11-11 18:56:48,W46,PAN,SO24003828,OEM 2025 Cycle B Essence Global MF,263807C00,,1240.0,Jan,W4,Cell-5,,-1240,,,-1240,
2024-11-11 19:15:26,W46,EDC,SO24003836,OEM 2025 Cycle B Essence Global MF,263807C00,,7148.0,Jan,W4,Cell-5,,-7148,,,-7148,
2024-11-11 19:15:44,W46,EDC,SO24003837,OEM 2025 Cycle B Essence Global MF,263807C00,,2377.0,Jan,W4,Cell-5,,-2377,,,-2377,
2024-11-11 19:15:58,W46,TDC,SO24003838,OEM 2025 Cycle B Essence Pre ship,263807C00,,503.0,Jan,W2,Cell-5,,-503,,,-503,
2024-11-11 19:16:19,W46,TDC,SO24003839,OEM 2025 Cycle B Essence Global MF,263807C00,,2168.0,Jan,W4,Cell-5,,-2168,,,-2168,
2024-11-11 19:16:39,W46,TDC,SO24003840,OEM 2025 Cycle B Essence Global MF,263807C00,,240.0,Jan,W4,Cell-5,,-240,,,-240,
2024-11-11 19:17:11,W46,UKD,SO24003841,OEM 2025 Cycle B Essence Global MF,263807C00,,1783.0,Jan,W4,Cell-5,,-1783,,,-1783,
2024-11-11 19:17:39,W46,UKD,SO24003842,OEM 2025 Cycle B Essence Global MF,263807C00,,419.0,Jan,W4,Cell-5,,-419,,,-419,
2024-11-11 18:55:38,W46,EDC,SO24003825,OEM 2025 Cycle B Essence Pre ship,563808C00-1,,838.0,Jan,W2,Cell-5,,-838,,,-838,
2024-11-11 18:56:09,W46,PAN,SO24003826,OEM 2025 Cycle B Essence Pre ship,563808C00-1,,273.0,Jan,W2,Cell-1,,-273,,,-273,
2024-11-11 18:56:30,W46,PAN,SO24003827,OEM 2025 Cycle B Essence Global MF,563808C00-1,,1255.0,Jan,W4,Cell-1,,-1255,,,-1255,
2024-11-11 18:56:48,W46,PAN,SO24003828,OEM 2025 Cycle B Essence Global MF,563808C00-1,,294.0,Jan,W4,Cell-5,,-294,,,-294,
2024-11-11 19:15:27,W46,EDC,SO24003836,OEM 2025 Cycle B Essence Global MF,563808C00-1,,2203.0,Jan,W4,Cell-5,,-2203,,,-2203,
2024-11-11 19:15:44,W46,EDC,SO24003837,OEM 2025 Cycle B Essence Global MF,563808C00-1,,818.0,Jan,W4,Cell-5,,-818,,,-818,
2024-11-11 19:15:58,W46,TDC,SO24003838,OEM 2025 Cycle B Essence Pre ship,563808C00-1,,206.0,Jan,W2,Cell-5,,-206,,,-206,
2024-11-11 19:16:19,W46,TDC,SO24003839,OEM 2025 Cycle B Essence Global MF,563808C00-1,,502.0,Jan,W4,Cell-5,,-502,,,-502,
2024-11-11 19:16:39,W46,TDC,SO24003840,OEM 2025 Cycle B Essence Global MF,563808C00-1,,53.0,Jan,W4,Cell-5,,-53,,,-53,
2024-11-11 19:17:11,W46,UKD,SO24003841,OEM 2025 Cycle B Essence Global MF,563808C00-1,,826.0,Jan,W4,Cell-5,,-826,,,-826,
2024-11-11 19:17:39,W46,UKD,SO24003842,OEM 2025 Cycle B Essence Global MF,563808C00-1,,113.0,Jan,W4,Cell-5,,-113,,,-113,
2024-11-11 18:55:38,W46,EDC,SO24003825,OEM 2025 Cycle B Essence Pre ship,563808C00-2,,1455.0,Jan,W2,Cell-5,,-1455,,,-1455,
2024-11-11 18:56:09,W46,PAN,SO24003826,OEM 2025 Cycle B Essence Pre ship,563808C00-2,,494.0,Jan,W2,Cell-1,,-494,,,-494,
2024-11-11 18:56:30,W46,PAN,SO24003827,OEM 2025 Cycle B Essence Global MF,563808C00-2,,2007.0,Jan,W4,Cell-1,,-2007,,,-2007,
2024-11-11 18:56:49,W46,PAN,SO24003828,OEM 2025 Cycle B Essence Global MF,563808C00-2,,380.0,Jan,W4,Cell-1,,-380,,,-380,
2024-11-11 19:15:27,W46,EDC,SO24003836,OEM 2025 Cycle B Essence Global MF,563808C00-2,,4886.0,Jan,W4,Cell-5,,-4886,,,-4886,
2024-11-11 19:15:44,W46,EDC,SO24003837,OEM 2025 Cycle B Essence Global MF,563808C00-2,,1690.0,Jan,W4,Cell-5,,-1690,,,-1690,
2024-11-11 19:15:58,W46,TDC,SO24003838,OEM 2025 Cycle B Essence Pre ship,563808C00-2,,365.0,Jan,W2,Cell-5,,-365,,,-365,
2024-11-11 19:16:19,W46,TDC,SO24003839,OEM 2025 Cycle B Essence Global MF,563808C00-2,,946.0,Jan,W4,Cell-5,,-946,,,-946,
2024-11-11 19:16:39,W46,TDC,SO24003840,OEM 2025 Cycle B Essence Global MF,563808C00-2,,77.0,Jan,W4,Cell-5,,-77,,,-77,
2024-11-11 19:17:11,W46,UKD,SO24003841,OEM 2025 Cycle B Essence Global MF,563808C00-2,,1178.0,Jan,W4,Cell-5,,-1178,,,-1178,
2024-11-11 19:17:39,W46,UKD,SO24003842,OEM 2025 Cycle B Essence Global MF,563808C00-2,,181.0,Jan,W4,Cell-5,,-181,,,-181,
2024-11-11 18:55:38,W46,EDC,SO24003825,OEM 2025 Cycle B Essence Pre ship,563808C00-3,,748.0,Jan,W2,Cell-1,,-748,,,-748,
2024-11-11 18:56:09,W46,PAN,SO24003826,OEM 2025 Cycle B Essence Pre ship,563808C00-3,,142.0,Jan,W2,Cell-1,,-142,,,-142,
2024-11-11 18:56:30,W46,PAN,SO24003827,OEM 2025 Cycle B Essence Global MF,563808C00-3,,693.0,Jan,W4,Cell-5,,-693,,,-693,
2024-11-11 18:56:49,W46,PAN,SO24003828,OEM 2025 Cycle B Essence Global MF,563808C00-3,,173.0,Jan,W4,Cell-1,,-173,,,-173,
2024-11-11 19:15:27,W46,EDC,SO24003836,OEM 2025 Cycle B Essence Global MF,563808C00-3,,1871.0,Jan,W4,Cell-5,,-1871,,,-1871,
2024-11-11 19:15:44,W46,EDC,SO24003837,OEM 2025 Cycle B Essence Global MF,563808C00-3,,681.0,Jan,W4,Cell-5,,-681,,,-681,
2024-11-11 19:15:58,W46,TDC,SO24003838,OEM 2025 Cycle B Essence Pre ship,563808C00-3,,50.0,Jan,W2,Cell-5,,-50,,,-50,
2024-11-11 19:16:19,W46,TDC,SO24003839,OEM 2025 Cycle B Essence Global MF,563808C00-3,,395.0,Jan,W4,Cell-5,,-395,,,-395,
2024-11-11 19:16:40,W46,TDC,SO24003840,OEM 2025 Cycle B Essence Global MF,563808C00-3,,50.0,Jan,W4,Cell-5,,-50,,,-50,
2024-11-11 19:17:11,W46,UKD,SO24003841,OEM 2025 Cycle B Essence Global MF,563808C00-3,,1102.0,Jan,W4,Cell-5,,-1102,,,-1102,
2024-11-11 19:17:39,W46,UKD,SO24003842,OEM 2025 Cycle B Essence Global MF,563808C00-3,,76.0,Jan,W4,Cell-5,,-76,,,-76,
2024-11-19 00:00:00,W47,PAN,SO24003984,OEM Essential Order,193158C01-50,,50.0,Jan,W3,Cell-5,,-50,,,-50,
2024-11-19 00:00:00,W47,PAN,SO24003983,OEM Replenishment order,193158C01-52,,50.0,Jan,W3,Cell-5,,-50,,,-50,
2024-11-19 00:00:00,W47,UKD,SO24003961,OEM Replenishment order,193158C01-54,,50.0,Jan,W3,Cell-5,,-50,,,-50,
2024-11-19 00:00:00,W47,PAN,SO24003983,OEM Replenishment order,193158C01-54,,100.0,Jan,W3,Cell-5,,-100,,,-100,
2024-11-19 00:00:00,W47,PAN,SO24003983,OEM Replenishment order,193158C01-56,,100.0,Jan,W3,Cell-5,,-100,,,-100,
2024-11-19 00:00:00,W47,PAN,SO24003983,OEM Replenishment order,193158C01-58,,100.0,Jan,W3,Cell-5,,-100,,,-100,
2024-11-19 00:00:00,W47,PAN,SO24003983,OEM Replenishment order,193158C01-60,,150.0,Jan,W3,Cell-5,,-150,,,-150,
2024-11-19 00:00:00,W47,TDC,SO24003960,OEM Essential Order,196316CZ-64,,200.0,Jan,W2,Cell-5,,-200,,,-200,
2024-11-19 00:00:00,W47,PAN,SO24003983,OEM Replenishment order,196316CZ-64,,200.0,Jan,W2,Cell-5,,-200,,,-200,
2024-11-19 00:00:00,W47,PAN,SO24003983,OEM Replenishment order,293171C01,,300.0,Jan,W3,Cell-5,,-300,,,-300,
2024-11-19 00:00:00,W47,EDC,SO24003955,OEM Replenishment order,296317CZ,,1950.0,Jan,W3,Cell-5,,-1950,,,-1950,
2024-11-19 00:00:00,W47,TDC,SO24003959,OEM Replenishment order,296317CZ,,600.0,Jan,W3,Cell-5,,-600,,,-600,
2024-11-19 00:00:00,W47,UKD,SO24003961,OEM Replenishment order,296317CZ,,1000.0,Jan,W3,Cell-5,,-1000,,,-1000,
2024-11-19 00:00:00,W47,PAN,SO24003983,OEM Replenishment order,296317CZ,,2450.0,Jan,W3,Cell-5,,-2450,,,-2450,
2024-11-19 00:00:00,W47,EDC,SO24003957,OEM Essential Order,296319CZ,,350.0,Jan,W3,Cell-5,,-350,,,-350,
2024-11-19 00:00:00,W47,PAN,SO24003983,OEM Replenishment order,296319CZ,,300.0,Jan,W3,Cell-5,,-300,,,-300,
2024-11-19 00:00:00,W47,PAN,SO24003984,OEM Essential Order,298307C00,,2550.0,Jan,W3,Cell-5,,-2550,,,-2550,
2024-11-19 00:00:00,W47,PAN,SO24003983,OEM Replenishment order,593317C00-1,,100.0,Jan,W3,Cell-5,,-100,,,-100,
2024-11-19 00:00:00,W47,TDC,SO24003959,OEM Replenishment order,593317C00-2,,50.0,Jan,W3,Cell-5,,-50,,,-50,
2024-11-19 00:00:00,W47,UKD,SO24003961,OEM Replenishment order,593317C00-2,,100.0,Jan,W3,Cell-5,,-100,,,-100,
2024-11-19 00:00:00,W47,UKD,SO24003961,OEM Replenishment order,593317C00-3,,50.0,Jan,W3,Cell-5,,-50,,,-50,
2024-11-19 00:00:00,W47,TDC,SO24003960,OEM Essential Order,792323C01,,50.0,Jan,W3,Cell-5,,-50,,,-50,
